precinct,is_accessible,location,address,mapzen GID,geocoded address,lat,lon
836210,False,RE REALTY EXPERTS LOBBY,41051 MISSION BLVD FREMONT,openaddresses:address:us/ca/alameda:371208,"41051 Mission Boulevard, Fremont, CA, USA",37.549821,-121.940571
836400,True,CHADBOURNE ELEM SCH  LIBRARY,801 PLYMOUTH AVE FREMONT,openaddresses:address:us/ca/alameda:361688,"801 Plymouth Avenue, Fremont, CA, USA",37.54356,-121.940308
836500,False,FIRST UNITED METHODIST CH RM 3&4,2950 WASHINGTON BLVD FREMONT,openaddresses:address:us/ca/alameda:376045,"2950 Washington Boulevard, Fremont, CA, USA",37.532665,-121.949532
836600,False,MISSION VALLEY SCH ROOM 6,41700 DENISE ST FREMONT,openaddresses:address:us/ca/alameda:376400,"41700 Denise Street, Fremont, CA, USA",37.536521,-121.946154
837000,False,FIRST UNITED METHODIST CH  RM 7 & 8,2950 WASHINGTON BLVD FREMONT,openaddresses:address:us/ca/alameda:376045,"2950 Washington Boulevard, Fremont, CA, USA",37.532665,-121.949532
837100,True,OUR SAVIOR LUTH CH PARISH HALL,858 WASHINGTON BLVD FREMONT,openaddresses:address:us/ca/alameda:351035,"858 Washington Boulevard, Fremont, CA, USA",37.53108,-121.930977
837200,True,SISTERS OF THE HOLY FAMILY ENT ON BRYANT,159 WASHINGTON BLVD FREMONT,openaddresses:address:us/ca/alameda:350805,"159 Washington Boulevard, Fremont, CA, USA",37.535779,-121.9224
837300,True,MISSION SAN JOSE ELEM SCH LIBRARY,43545 BRYANT ST FREMONT,openaddresses:address:us/ca/alameda:351286,"43545 Bryant Street, Fremont, CA, USA",37.52794,-121.922992
837400,True,OUR SAVIOR LUTH CH PARISH HALL,858 WASHINGTON BLVD FREMONT,openaddresses:address:us/ca/alameda:351035,"858 Washington Boulevard, Fremont, CA, USA",37.53108,-121.930977
837500,False,GARAGE,2082 BOXWOOD WAY FREMONT,openaddresses:address:us/ca/alameda:356233,"2082 Boxwood Way, Fremont, CA, USA",37.508901,-121.933656
837600,True,WEIBEL ELEM SCH LIBRARY SIDE B,45135 S GRIMMER BLVD FREMONT,openstreetmap:address:way:39245165,"45135 South Grimmer Boulevard, Fremont, CA, USA",37.506369,-121.927112
837700,False,FREMONT FIRE STATION 4,1000 PINE ST FREMONT,openaddresses:address:us/ca/alameda:351272,"1000 Pine Street, Fremont, CA, USA",37.522104,-121.926644
837710,False,FREMONT FIRE STATION 4,1000 PINE ST FREMONT,openaddresses:address:us/ca/alameda:351272,"1000 Pine Street, Fremont, CA, USA",37.522104,-121.926644
837800,False,VINEYARD HILLS  CLUBHOUSE,44831 TROUT CT FREMONT,openaddresses:address:us/ca/alameda:369934,"44831 Trout Court, Fremont, CA, USA",37.512501,-121.918197
837900,True,WEIBEL ELEM SCH LIBRARY SIDE A,45135 S GRIMMER BLVD FREMONT,openstreetmap:address:way:39245165,"45135 South Grimmer Boulevard, Fremont, CA, USA",37.506369,-121.927112
838000,True,WARM SPRINGS CHURCH  FELLOWSHIP HALL,111 E WARREN AVE FREMONT,openaddresses:address:us/ca/alameda:354627,"111 East Warren Avenue, Fremont, CA, USA",37.48698,-121.926478
838110,False,VINEYARD HILLS  CLUBHOUSE,44831 TROUT CT FREMONT,openaddresses:address:us/ca/alameda:369934,"44831 Trout Court, Fremont, CA, USA",37.512501,-121.918197
838300,False,WARM SPRINGS COMMUNITY CENTER,47300 FERNALD ST FREMONT,openaddresses:address:us/ca/alameda:361612,"47300 Fernald Street, Fremont, CA, USA",37.485432,-121.92145
838500,True,SOUTH BAY COMM CH MULTI-USE RM,47385 WARM SPRINGS BLVD FREMONT,openaddresses:address:us/ca/alameda:369092,"47385 Warm Springs Boulevard, Fremont, CA, USA",37.481851,-121.925806
838600,True,SOUTH BAY COMM CH MULTI-USE RM,47385 WARM SPRINGS BLVD FREMONT,openaddresses:address:us/ca/alameda:369092,"47385 Warm Springs Boulevard, Fremont, CA, USA",37.481851,-121.925806
838700,False,GARAGE,48977 NAMOEYO ST FREMONT,openaddresses:address:us/ca/alameda:368302,"48977 Nampeyo Street, Fremont, CA, USA",37.463058,-121.910651
839530,False,GARAGE,48970 VENTURA DR FREMONT,openaddresses:address:us/ca/alameda:370431,"48970 Ventura Drive, Fremont, CA, USA",37.466976,-121.900648
491100,True,FAIRVIEW ELEMENTARY SCHOOL LIBRARY,23515 MAUD AVE HAYWARD,openstreetmap:address:way:349316160,"23515 Maud Avenue, Fairview, CA, USA",37.680478,-122.052627
491200,True,SAN FELIPE PARK REC BLDG RM 3,2058 D ST HAYWARD,openaddresses:address:us/ca/city_of_hayward:29833,"2058 D Street, Fairview, CA, USA",37.679231,-122.061148
491300,False,ST ANTONIUS COPT ORTH CH SIDE A,2500 HANSEN ROAD HAYWARD,openaddresses:address:us/ca/alameda:147034,"2500 Hansen Road, Fairview, CA, USA",37.672596,-122.056146
491500,False,ST ANTONIUS COPT ORTH CH SIDE B,2500 HANSEN ROAD HAYWARD,openaddresses:address:us/ca/alameda:147034,"2500 Hansen Road, Fairview, CA, USA",37.672596,-122.056146
420500,True,OCHOA MID SCH RM 27,2121 DEPOT RD HAYWARD,openaddresses:address:us/ca/alameda:118502,"2121 Depot Road, Hayward, CA, USA",37.639043,-122.109337
420600,True,HAYWARD HEALTHCARE & WELLNESS CENTER,1805 WEST ST HAYWARD,openaddresses:address:us/ca/city_of_hayward:39121,"1805 West Street, Hayward, CA, USA",37.645043,-122.116199
420700,True,HEART OF THE BAY CHURCH MAIN HALL,24800 HESPERIAN BLVD HAYWARD,openaddresses:address:us/ca/alameda:123947,"24800 Hesperian Boulevard, Hayward, CA, USA",37.645703,-122.105309
420900,True,COUNTY ED BLDG HALL B-C COR,313 W WINTON AVE HAYWARD,openaddresses:address:us/ca/alameda:132529,"313 West Winton Avenue, Hayward, CA, USA",37.658123,-122.097788
421000,True,HEART OF THE BAY CHURCH MAIN HALL,24800 HESPERIAN BLVD HAYWARD,openaddresses:address:us/ca/alameda:123947,"24800 Hesperian Boulevard, Hayward, CA, USA",37.645703,-122.105309
421100,False,PARK ELEM SCHOOL HALLWAY,411 LARCHMONT ST HAYWARD,openaddresses:address:us/ca/city_of_hayward:26173,"411 Larchmont Street, Hayward, CA, USA",37.653257,-122.093841
421400,True,SCHAFER PARK SCH LIBRARY,26268 FLAMINGO AVE HAYWARD,openstreetmap:address:way:382345013,"26268 Flamingo Avenue, Hayward, CA, USA",37.642384,-122.086298
421510,True,SIAC FRONT HALL,27211 TYRRELL AVE HAYWARD,openaddresses:address:us/ca/alameda:131480,"27211 Tyrrell Avenue, Hayward, CA, USA",37.635723,-122.074068
421700,True,ELDRIDGE SCHOOL CAFETERIA,26825 ELDRIDGE AVE HAYWARD,openaddresses:address:us/ca/city_of_hayward:9415,"26825 Eldridge Avenue, Hayward, CA, USA",37.636583,-122.085739
421900,True,SIAC FRONT HALL,27211 TYRRELL AVE HAYWARD,openaddresses:address:us/ca/alameda:131480,"27211 Tyrrell Avenue, Hayward, CA, USA",37.635723,-122.074068
422000,True,EDEN GARDENS SCH RM 20,2184 THAYER AVE HAYWARD,openaddresses:address:us/ca/city_of_hayward:14719,"2184 Thayer Avenue, Hayward, CA, USA",37.637912,-122.107424
422100,True,PUBLIC WORKS ROOM 230,951 TURNER CT HAYWARD,openaddresses:address:us/ca/city_of_hayward:16665,"951 Turner Court, Hayward, CA, USA",37.646721,-122.097792
422300,True,SOUTHGATE SCHOOL ROOM 7,26601 CALAROGA AVE HAYWARD,openstreetmap:address:way:349336610,"26601 Calaroga Avenue, Hayward, CA, USA",37.638404,-122.094637
422600,True,MT EDEN HIGH SCHOOL LIBRARY,2300 PANAMA ST HAYWARD,openaddresses:address:us/ca/city_of_hayward:60732,"2300 Panama Street, Hayward, CA, USA",37.625033,-122.090753
422700,True,MT EDEN HIGH SCHOOL LIBRARY,2300 PANAMA ST HAYWARD,openaddresses:address:us/ca/city_of_hayward:60732,"2300 Panama Street, Hayward, CA, USA",37.625033,-122.090753
422810,False,FIRE STATION 4 APP FLOOR,27836 LOYOLA AVE HAYWARD,openaddresses:address:us/ca/alameda:131397,"27836 Loyola Avenue, Hayward, CA, USA",37.625128,-122.092078
422900,True,LORIN EDEN SCHOOL RM 25,27790 PORTSMOUTH AVE HAYWARD,openaddresses:address:us/ca/alameda:119036,"27790 Portsmouth Avenue, Hayward, CA, USA",37.62436,-122.100065
422910,True,JOSEPHINE LUM LODGE C SECTION,2747 OLIVER DR HAYWARD,openaddresses:address:us/ca/city_of_hayward:27485,"2747 Oliver Drive, Hayward, CA, USA",37.628484,-122.099533
422920,True,EDEN SHORES HOA CLUBHOUSE,2723 BREAKER LANE HAYWARD,openaddresses:address:us/ca/city_of_hayward:42588,"2723 Breaker Lane, Hayward, CA, USA",37.606364,-122.092439
423000,False,WEEKES COMMUNITY CENTER MAIN HALL,27182 PATRICK AVE HAYWARD,openaddresses:address:us/ca/city_of_hayward:34042,"27182 Patrick Avenue, Hayward, CA, USA",37.634053,-122.079031
423400,True,MATT JIMENEZ COM CTR CLASSROOM 3,28200 RUUS RD HAYWARD,openaddresses:address:us/ca/city_of_hayward:33988,"28200 Ruus Road, Hayward, CA, USA",37.630873,-122.067724
423500,True,PALMA CEIA BAPTIST CHURCH,28605 RUUS RD HAYWARD,openaddresses:address:us/ca/alameda:160679,"28605 Ruus Road, Hayward, CA, USA",37.627814,-122.068435
423600,True,NEW ENGLAND VLG CRAFTS RM,940 NEW ENGLAND VLG DR HAYWARD,openaddresses:address:us/ca/city_of_hayward:46187,"940 New England Village Drive, Hayward, CA, USA",37.622411,-122.06228
423610,True,GEORGIAN MANOR MOBILE HOME PARK,1419 BUCKINGHAM WAY HAYWARD,openaddresses:address:us/ca/city_of_hayward:41628,"1419 Buckingham Way, Hayward, CA, USA",37.621227,-122.069717
424000,True,BIDWELL SCHOOL STAGE,175 FAIRWAY ST HAYWARD,openaddresses:address:us/ca/city_of_hayward:33524,"175 Fairway Street, Hayward, CA, USA",37.618781,-122.04239
424100,False,TREEVIEW ELEM SCH MULTI-USE RM STAGE,30565 TREEVIEW STREET HAYWARD,openaddresses:address:us/ca/alameda:155298,"30565 Treeview Street, Hayward, CA, USA",37.62427,-122.037271
424300,True,FAIRWAY PARK BAPT CH GYM  SIDE B,525 GRESEL ST HAYWARD,openaddresses:address:us/ca/alameda:144611,"26 Gresel Street, Hayward, CA, USA",37.614293,-122.038557
424400,True,FAIRWAY PARK BAPT CH GYM  SIDE A,525 GRESEL ST HAYWARD,openaddresses:address:us/ca/alameda:144611,"26 Gresel Street, Hayward, CA, USA",37.614293,-122.038557
430170,True,WINTON MIDDLE SCH RM 1,119 W WINTON AVE HA HAYWARD,openaddresses:address:us/ca/alameda:118915,"1200 West Winton Avenue, Hayward, CA, USA",37.651219,-122.114009
430400,True,CHURCH OF CHRIST HAYWARD HALL,22307 MONTGOMERY STREET HAYWARD,openaddresses:address:us/ca/city_of_hayward:27736,"22307 Montgomery Street, Hayward, CA, USA",37.673566,-122.089353
430600,True,CITY HALL ROTUNDA   SIDE A,777 B ST AT WATKINS ST HAYWARD,openaddresses:address:us/ca/alameda:147433,"777 B Street, Hayward, CA, USA",37.670896,-122.085797
430700,True,CITY HALL 2ND FL NR COUNCIL CHAMBS,777 B ST AT WATKINS ST HAYWARD,openaddresses:address:us/ca/alameda:147433,"777 B Street, Hayward, CA, USA",37.670896,-122.085797
430900,True,CITY HALL ROTUNDA   SIDE B,777 B ST AT WATKINS ST HAYWARD,openaddresses:address:us/ca/alameda:147433,"777 B Street, Hayward, CA, USA",37.670896,-122.085797
431100,False,FAITH RINGGOLD SCH OF ARTS AND SCIENCE,1570 WARD ST HAYWARD,openaddresses:address:us/ca/city_of_hayward:40454,"1570 Ward Street, Hayward, CA, USA",37.676979,-122.071968
431800,True,ST REGIS RETIREMENT CTR LOBBY,23950 MISSION BLVD HAYWARD,openaddresses:address:us/ca/city_of_hayward:62934,"23950 Mission Boulevard, Hayward, CA, USA",37.668743,-122.080333
432010,True,BURBANK SCHOOL LIBRARY,222 BURBANK ST HAYWARD,openaddresses:address:us/ca/city_of_hayward:47654,"222 Burbank Street, Hayward, CA, USA",37.665802,-122.095226
432110,False,JOHN MUIR ELEMENTARY SCHOOL FOYER,24823 SOTO RD HAYWARD,openaddresses:address:us/ca/city_of_hayward:26183,"24823 Soto Road, Hayward, CA, USA",37.656488,-122.083082
432200,False,FIRE STATION 2 APP FLOOR,360 WEST HARDER RD HAYWARD,openaddresses:address:us/ca/alameda:141240,"360 West Harder Road, Hayward, CA, USA",37.647495,-122.086485
432300,True,HARDER SCHOOL FOYER,495 WYETH RD HAYWARD,openaddresses:address:us/ca/alameda:135383,"495 Wyeth Road, Hayward, CA, USA",37.651241,-122.072442
432400,True,CITY HALL ROTUNDA   SIDE C,777 B ST AT WATKINS ST HAYWARD,openaddresses:address:us/ca/alameda:147433,"777 B Street, Hayward, CA, USA",37.670896,-122.085797
432600,True,SORENSDALE REC CTR  ROOM 10,275 GOODWIN ST HAYWARD,openaddresses:address:us/ca/alameda:119901,"275 Goodwin Street, Hayward, CA, USA",37.644459,-122.071279
432700,True,ST CLEMENTS CH  MC COLLUM HALL,738 CALHOUN ST HAYWARD,openaddresses:address:us/ca/alameda:507666,"738 Calhoun Street, Hayward, CA, USA",37.642314,-122.059282
432810,True,ST CLEMENTS CH MC COLLUM HALL,738 CALHOUN ST HAYWARD,openaddresses:address:us/ca/alameda:507666,"738 Calhoun Street, Hayward, CA, USA",37.642314,-122.059282
432900,True,CLAREDON HILL HOMEOWNERS ASSOCIATION,700 ALQUIRE PARKWAY HAYWARD,openaddresses:address:us/ca/alameda:164170,"700 Alquire Parkway, Hayward, CA, USA",37.632757,-122.044184
433100,True,ST CLEMENTS CH  MC COLLUM HALL,738 CALHOUN ST HAYWARD,openaddresses:address:us/ca/alameda:507666,"738 Calhoun Street, Hayward, CA, USA",37.642314,-122.059282
433200,False,HILLSIDE ALLIANCE CH GYM,944 CENTRAL BLVD HAYWARD,openaddresses:address:us/ca/alameda:127493,"944 Central Boulevard, Hayward, CA, USA",37.659256,-122.070148
433400,False,HIGHLAND BAPT CH ENTER REAR OF CH,27476 HAYWARD BLVD HAYWARD,openaddresses:address:us/ca/alameda:121625,"27476 Hayward Boulevard, Hayward, CA, USA",37.658543,-122.036369
433500,False,HILLSIDE ALLIANCE CH GYM,944 CENTRAL BLVD HAYWARD,openaddresses:address:us/ca/alameda:127493,"944 Central Boulevard, Hayward, CA, USA",37.659256,-122.070148
433610,False,FIRE STATION 5 APP FLOOR,28595 HAYWARD BLVD HAYWARD,openaddresses:address:us/ca/city_of_hayward:51427,"28595 Hayward Boulevard, Hayward, CA, USA",37.654112,-122.025657
433700,False,HIGHLAND BAPTIST CHURCH LOBBY,27476 HAYWARD BLVD HAYWARD,openaddresses:address:us/ca/alameda:121625,"27476 Hayward Boulevard, Hayward, CA, USA",37.658543,-122.036369
433900,True,WOODLAND ESTATES REC BUILDING,2494 OAKES DR HAYWARD,openaddresses:address:us/ca/alameda:145622,"2494 Oakes Drive, Hayward, CA, USA",37.664789,-122.052047
481200,True,COLONIAL ACRES SCHOOL MULTI PURPOSE RM,17115 MEEKLAND AVE HAYWARD,openaddresses:address:us/ca/alameda:94789,"17115 Meekland Avenue, Cherryland, CA, USA",37.683473,-122.116473
481410,False,SUMMERVILLE AT LANDMARK VILLA,21000 MISSION BLVD HAYWARD,openaddresses:address:us/ca/city_of_hayward:58801,"21000 Mission Boulevard, Cherryland, CA, USA",37.683725,-122.097771
481500,False,FIRE STATION 23 APPARATUS BAY,109 GROVE WAY HAYWARD,openaddresses:address:us/ca/city_of_hayward:28296,"109 Grove Way, Cherryland, CA, USA",37.674944,-122.10776
481800,True,CHERRYLAND SCHOOL  RM 33,585 WILLOW AVE HAYWARD,openaddresses:address:us/ca/alameda:132349,"585 Willow Avenue, Cherryland, CA, USA",37.675956,-122.098584
483000,False,DRIFTWOOD MANOR PATIO,19700 HESPERIAN BLVD HAYWARD,openaddresses:address:us/ca/alameda:303994,"19700 Hesperian Boulevard, Alameda County, CA, USA",37.668494,-122.118755
443000,True,HIRING HALL   ENTER FROM ANGUS WAY,1050 MATTOX RD HAYWARD,openaddresses:address:us/ca/city_of_hayward:51546,"1050 Mattox Road, Ashland, CA, USA",37.686484,-122.099545
500100,True,SPRINGTOWN AUDITORIUM,931 LARKSPUR DR LIVERMORE,openaddresses:address:us/ca/alameda:448680,"931 Larkspur Drive, Livermore, CA, USA",37.706703,-121.740218
500110,False,ALTAMONT CREEK ELEM SCH MULTI-USE RM,6500 GARAVENTA RANCH RD LIVERMORE,openaddresses:address:us/ca/alameda:447633,"6500 Garaventa Ranch Road, Livermore, CA, USA",37.722606,-121.717788
500120,True,SPRINGTOWN AUDITORIUM,931 LARKSPUR DR LIVERMORE,openaddresses:address:us/ca/alameda:448680,"931 Larkspur Drive, Livermore, CA, USA",37.706703,-121.740218
500130,True,CROCE ELEMENTARY SCHOOL RM 33,5650 SCENIC AVE LIVERMORE,openstreetmap:address:node:358815201,"5650 Scenic Avenue, Livermore, CA, USA",37.717329,-121.728948
500140,True,UNITARIAN UNIVERSALIST CHURCH,1893 N VASCO RD LIVERMORE,openaddresses:address:us/ca/alameda:452557,"1893 North Vasco Road, Livermore, CA, USA",37.720087,-121.723173
500200,True,HERITAGE PARK APTS CLUBHOUSE,1089 BLUEBELL DR LIVERMORE,openaddresses:address:us/ca/alameda:471243,"1089 Bluebell Drive, Livermore, CA, USA",37.707855,-121.734182
500210,True,HERITAGE PARK APTS CLUBHOUSE,1089 BLUEBELL DR LIVERMORE,openaddresses:address:us/ca/alameda:471243,"1089 Bluebell Drive, Livermore, CA, USA",37.707855,-121.734182
500230,True,SPRINGTOWN AUDITORIUM,931 LARKSPUR DR LIVERMORE,openaddresses:address:us/ca/alameda:448680,"931 Larkspur Drive, Livermore, CA, USA",37.706703,-121.740218
500300,True,ARROYO SECO SCHOOL MULTI-USE RM,1704 DAWN ST LIVERMORE,openaddresses:address:us/ca/alameda:445517,"1704 Dawn Street, Livermore, CA, USA",37.681819,-121.723256
500310,False,GARAGE,5325 THERESA WAY LIVERMORE,openaddresses:address:us/ca/alameda:449515,"5325 Theresa Way, Livermore, CA, USA",37.689819,-121.728732
500320,False,GARAGE,193 JAMI ST LIVERMORE,openaddresses:address:us/ca/alameda:451123,"193 Jami Street, Livermore, CA, USA",37.69053,-121.741941
500340,True,ARROYO SECO SCHOOL MULTI-USE RM,5280 IRENE WAY LIVERMORE,openaddresses:address:us/ca/alameda:444994,"5280 Irene Way, Livermore, CA, USA",37.684577,-121.728159
500400,True,LIVERMORE REC CTR CRESTA BLANCA RM,4444 EAST AVE LI LIVERMORE,openaddresses:address:us/ca/alameda:445335,"4444 East Avenue, Livermore, CA, USA",37.682078,-121.741025
500410,True,LIVERMORE REC CTR CRESTA BLANCA RM,4444 EAST AVE LI LIVERMORE,openaddresses:address:us/ca/alameda:445335,"4444 East Avenue, Livermore, CA, USA",37.682078,-121.741025
500500,True,ARROYO SECO SCHOOL MULTI-USE RM,5280 IRENE WAY LIVERMORE,openaddresses:address:us/ca/alameda:444994,"5280 Irene Way, Livermore, CA, USA",37.684577,-121.728159
500600,True,ASBURY UNITED METHODIST CHURCH,4743 EAST AVE LIVERMORE,openaddresses:address:us/ca/alameda:469911,"4743 East Avenue, Livermore, CA, USA",37.67796,-121.736978
500700,True,TRI-VALLEY CH OF CHRIST FAMILY LIFE CTR,4481 EAST AVE LIVERMORE,openaddresses:address:us/ca/alameda:468238,"4481 East Avenue, Livermore, CA, USA",37.678913,-121.740566
500910,True,TRI-VALLEY CH OF CHRIST FAMILY LIFE CTR,4481 EAST AVE LIVERMORE,openaddresses:address:us/ca/alameda:468238,"4481 East Avenue, Livermore, CA, USA",37.678913,-121.740566
501000,True,PUBLIC LIBRARY COMMUNITY RM A,1188 S LIVERMORE AVE LIVERMORE,openaddresses:address:us/ca/alameda:469340,"1188 South Livermore Avenue, Livermore, CA, USA",37.673927,-121.75502
501200,True,FIRST PRESBY CH FELLOWSHIP HALL,2020 5TH ST LIVERMORE,openaddresses:address:us/ca/alameda:17235,"1436 5th Street, Alameda, CA, USA",37.772792,-122.282259
501300,True,CEDAR GROVE COMMUNITY CHURCH LOBBY,2021 COLLEGE AVE LIVERMORE,openaddresses:address:us/ca/alameda:455733,"2021 College Avenue, Livermore, CA, USA",37.674135,-121.768395
501400,True,ROSEWOOD GARDENS THE CLUBHOUSE,35 FENTON ST LIVERMORE,openaddresses:address:us/ca/alameda:475520,"35 Fenton Street, Livermore, CA, USA",37.677257,-121.783909
501410,True,JOE MICHELL SCHOOL MAIN FOYER,1001 ELAINE AVE LIVERMORE,openaddresses:address:us/ca/alameda:464681,"1001 Elaine Avenue, Livermore, CA, USA",37.668487,-121.783515
501600,True,GRANADA SOUTHERN BAPT CHURCH,1919 CORDOBA ST LIVERMORE,openaddresses:address:us/ca/alameda:464917,"1919 Cordoba Street, Livermore, CA, USA",37.661309,-121.784598
501610,True,KEELEY CENTER AT ST CHARLES CATH CH,1315 LOMITAS AVE LIVERMORE,openaddresses:address:us/ca/alameda:469027,"1315 Lomitas Avenue, Livermore, CA, USA",37.657715,-121.776871
501620,True,KEELEY CENTER AT ST CHARLES CATH CH,1315 LOMITAS AVE LIVERMORE,openaddresses:address:us/ca/alameda:469027,"1315 Lomitas Avenue, Livermore, CA, USA",37.657715,-121.776871
501630,True,KEELEY CENTER AT ST CHARLES CATH CH,1315 LOMITAS AVE LIVERMORE,openaddresses:address:us/ca/alameda:469027,"1315 Lomitas Avenue, Livermore, CA, USA",37.657715,-121.776871
501640,True,KEELEY CENTER AT ST CHARLES CATH CH,1315 LOMITAS AVE LIVERMORE,openaddresses:address:us/ca/alameda:469027,"1315 Lomitas Avenue, Livermore, CA, USA",37.657715,-121.776871
501800,True,EMMA C SMITH SCH LIBRARY,391 ONTARIO DR LIVERMORE,openaddresses:address:us/ca/alameda:464848,"391 Ontario Drive, Livermore, CA, USA",37.666038,-121.796723
501830,True,EMMA C SMITH SCH LIBRARY,391 ONTARIO DR LIVERMORE,openaddresses:address:us/ca/alameda:464848,"391 Ontario Drive, Livermore, CA, USA",37.666038,-121.796723
501840,False,EMMA C SMITH SCH LIBRARY,438 ROBERT WAY LIVERMORE,openaddresses:address:us/ca/alameda:465530,"438 Robert Way, Livermore, CA, USA",37.6768,-121.796767
501910,True,MENDENHALL SCHOOL EXERCISE ROOM,1701 EL PADRO DR LIVERMORE,openaddresses:address:us/ca/alameda:464128,"1701 El Padro Drive, Livermore, CA, USA",37.663159,-121.792584
502000,True,MOCHO MULTI-USE RM,1040 FLORENCE ROAD LIVERMORE,openaddresses:address:us/ca/alameda:455026,"1040 Florence Road, Livermore, CA, USA",37.669163,-121.774658
502010,True,CEDAR GROVE COMMUNITY CHURCH LOBBY,2021 COLLEGE AVE LIVERMORE,openaddresses:address:us/ca/alameda:455733,"2021 College Avenue, Livermore, CA, USA",37.674135,-121.768395
502020,True,KEELEY CENTER AT ST CHARLES CATH CH,1315 LOMITAS AVE LIVERMORE,openaddresses:address:us/ca/alameda:469027,"1315 Lomitas Avenue, Livermore, CA, USA",37.657715,-121.776871
502030,True,KEELEY CENTER AT ST CHARLES CATH CH,1315 LOMITAS AVE LIVERMORE,openaddresses:address:us/ca/alameda:469027,"1315 Lomitas Avenue, Livermore, CA, USA",37.657715,-121.776871
502100,False,JUNCTION AVENUE K-8 SCHOOL,298 JUNCTION AVE LIVERMORE,openstreetmap:address:way:349338591,"298 Junction Avenue, Livermore, CA, USA",37.687732,-121.765772
502200,True,ST BARTHOLOMEWS EPISCOPAL CHURCH,678 ENOS WAY LIVERMORE,openaddresses:address:us/ca/alameda:447204,"678 Enos Way, Livermore, CA, USA",37.689914,-121.769176
502210,False,SUN VALLEY MOBILE ESTATE CLUBHOUSE,1700 PASEO LAGUNA SECO LIVERMORE,openaddresses:address:us/ca/alameda:448675,"1700 Paseo Laguna Seco, Livermore, CA, USA",37.697444,-121.781908
502220,False,GARAGE,467 KNOTTINGHAM CIR LIVERMORE,openaddresses:address:us/ca/alameda:462241,"467 Knottingham Circle, Livermore, CA, USA",37.692208,-121.75629
502400,True,FIRE STATION 7,951 RINCON AVE LIVERMORE,openaddresses:address:us/ca/alameda:453092,"951 Rincon Avenue, Livermore, CA, USA",37.688737,-121.783889
502410,True,DUARTE GARAGE LINCOLN HWY MUSEUM,926 N L ST LIVERMORE,openaddresses:address:us/ca/alameda:442791,"926 North L Street, Livermore, CA, USA",37.691029,-121.775677
502500,True,FIRE STATION 7,951 RINCON AVE LIVERMORE,openaddresses:address:us/ca/alameda:453092,"951 Rincon Avenue, Livermore, CA, USA",37.688737,-121.783889
502600,True,VINEYARD CHRISTIAN CHURCH DINING RM,460 N LIVERMORE AVE LIVERMORE,openaddresses:address:us/ca/alameda:446669,"460 North Livermore Avenue, Livermore, CA, USA",37.686959,-121.770677
502710,True,MARYLIN AVENUE SCHOOL FOYER,800 MARYLIN AVE LIVERMORE,openstreetmap:address:way:382350922,"800 Marylin Avenue, Livermore, CA, USA",37.684344,-121.786244
502720,False,GARAGE,401 EAST JACK LONDON BLVD LIVERMORE,openaddresses:address:us/ca/alameda:448970,"401 East Jack London Boulevard, Livermore, CA, USA",37.687589,-121.796588
502740,True,AAHMES SHRINE EVENT CENTER CLASS RM A-B,170 LINDBERGH AVE LIVERMORE,openaddresses:address:us/ca/alameda:443169,"170 Lindbergh Avenue, Livermore, CA, USA",37.697049,-121.808877
502800,True,TRINITY BAPT CH BLDG B FOYER,557 OLIVINA AVE LIVERMORE,openaddresses:address:us/ca/alameda:452636,"557 Olivina Avenue, Livermore, CA, USA",37.681725,-121.793908
502900,True,TRINITY BAPT CH BLDG B FOYER,557 OLIVINA AVE LIVERMORE,openaddresses:address:us/ca/alameda:452636,"557 Olivina Avenue, Livermore, CA, USA",37.681725,-121.793908
502920,True,CORNERSTONE FELLOWSHIP,348 N CANYON PKWY LIVERMORE,openaddresses:address:us/ca/alameda:442999,"348 North Canyons Parkway, Livermore, CA, USA",37.703669,-121.810704
850300,True,CEDAR BLVD NEIGHBORHOOD CH,38325 CEDAR BLVD NEWARK,openaddresses:address:us/ca/alameda:386552,"38325 Cedar Boulevard, Newark, CA, USA",37.532516,-122.011195
850320,True,NEWARK MEMORIAL HIGH LIBRARY,39375 CEDAR BLVD NEWARK,openstreetmap:address:way:39245355,"39375 Cedar Boulevard, Newark, CA, USA",37.520845,-122.002463
850330,True,NEWARK MEMORIAL HIGH LIBRARY,39375 CEDAR BLVD NEWARK,openstreetmap:address:way:39245355,"39375 Cedar Boulevard, Newark, CA, USA",37.520845,-122.002463
850400,True,ST EDWARDS CATHOLIC CH SIDE D,5791 THORNTON AVE NEWARK,openaddresses:address:us/ca/alameda:392465,"5920 Thornton Avenue, Newark, CA, USA",37.537974,-122.028983
850410,True,BUNKER SCHOOL  ROOM 28,6071 SMITH AVE NEWARK,openstreetmap:address:way:413732395,"6071 Smith Avenue, Newark, CA, USA",37.52913,-122.016504
850500,True,ST EDWARDS CATHOLIC CH SIDE A,5788 THORNTON AVE NEWARK,openaddresses:address:us/ca/alameda:398098,"5788 Thornton Avenue, Newark, CA, USA",37.539366,-122.027828
850600,True,ST EDWARDS CATHOLIC CH SIDE B,5788 THORNTON AVE NEWARK,openaddresses:address:us/ca/alameda:398098,"5788 Thornton Avenue, Newark, CA, USA",37.539366,-122.027828
850800,True,SILIMAN ACTIVITY CENTER,6800 MOWRY AVE NEWARK,openstreetmap:address:way:93415585,"6800 Mowry Avenue, Newark, CA, USA",37.517634,-122.010526
